text,label
"Ini masalah anggaran negara yang jumlahnya triliunan, bukan uang pribadinya, ya wajar di kritik dan ditanya atas kinerjanya.",netral
Pak anis yang oke,positif
"maaf prabowo terlalu emosian, saya pindah dari 02 ke 01🙏",netral
​ @Snowfirez Bedain Emosi sama TEGAS,positif
Itu bagi anda kalau saya yg waras no 1 aja🤭,netral
" @abgsholehnst  nggih gpp...., waras ato nggak bukan org yg menilai... Monggo cukup Allah SWT, maturnuwun",netral
Wah... gawat pak kalau 02 jd presiden bisa2 ada kim yong un ke 2 neh...sangat tepramen,positif
" @fznuncu1148 malah bagus jd Kim jo un ke 2 krn rakyat kayk km jg perlu dikasih peljaran krn gk bs beda in Tegas dan emosi,,emosi lah disinggung m org yg sok Pintar dan tau yg bukan ranahnya",positif
lah justru aneh kalau diam2 aja. ini bukan menghakimi. tetapi ini adl uang negara . wajar dan waras kalau dipertanyakan dalam debat. ini debat bos. bukan asmara romantika,negatif
Bisa diculik Anies Baswedan klu dia jadi 😅😅😅😅,netral
" @infomiliterdunia1348  intinya tetap beli pesawat bekas.. kalau inden 3 tahun, harusnya menjabat 5 tahun udah datang pesawat barunya.. kenapa yg datang pesawat bekas? Kalau yg bekas ini cuma jaminan sementara, ada gak yg bisa buktikan nanti pesawat bekas dituker dengan yg baru?",positif
terserah lu aja dah wisnu alkafirun,netral
 @rachmadsuwandi67  ya itu hanya pendapat gak perlu di ingat kayak kamu itu siapa suruh mengingat hehehehheh pret,netral
"​ @rachmadsuwandi67 memang benar pk Anis dan imin ingin perubahan, sampe² ingin rubah jaalan tol mnjadi jalan becak😂😅😂😅 dan BBM Geratis 01 lagi ngimpi..🤭🤭🤭",positif
"Benar tuh, Anis si pendongeng mana ngerti, yg penting bagi dia itu, membuai angan2 para pendukungnya",positif
"​ @wewonder-why lagi kerja, bukannya kerja yg bener malah nyapres,akan naikin gaji ? Kemaren kemana aja ? Udah jadi menhan hampir 5 thn baru buat janji lawak lawak sdm rendahaanmn",netral
"​ @wewonder-why  Al-Qur'an Surat Al-Mutaffifin Ayat ke-13

""Yang apabila dibacakan kepadanya ayat-ayat Kami, dia berkata, “Itu adalah dongeng orang-orang dahulu.”",netral
"Beli pesawat bekas , ketahanan pangan Food estate gagal gimana ngejelasinnya ??? cuma buang buang uang, jangan jangan dipakai untuk biaya kampanye 🤔🤔🤭🤭🤭🤭",netral
 @udernetpolicecyber4690  lah sekelasnya negara maju korea taiwan ada beberapa pesawat bekas loh,negatif
"Sibuk beli pesawat, alutsista,untuk jangka panjang,  keamanan cyber yg jelas jelas sedang war malah di abaikan",positif
Beli barang bekas juga bahaya buat angkatan yg pakai. Brg bekas tuh diliat tahun berapa buatnya. Apakah aman utk di pakai?.  Ada cerita beli peluru bekas tank bmp di marinir Taunya meledak di dalem selongsong lalu anggota marinir meninggal. Ironi bgt emg barang bekas.,netral
" @intannurdwiyanti4014 emng lu dah periksa kok bilng sprti itu?
Sya percaya pak prabowo lebih tau dan pasti dicek th brpa, layak atau tdakny
Jan sok tau lu",positif
" @intannurdwiyanti4014  beli bekas, bisa beli lebih banyak, beli baru, lebih sedikit bahkan ga dapat, maunya prajurit kita bisa ikut tempur pake barang bekas atau sama sekali ga bisa buat apa apa karena kekurangan alutsista? tanpa alutsista prajurit juga meninggal, kalau saya prajurit yang akan meninggal, saya mau meninggal di tengah perjuangan, bukan meninggal tanpa perjuangan",positif
"Asli ini jadi memalukan,ya kali menhan buka rahasia negara antar menteri,,ingat loh ini tentang pertahanan negara,,RAHASIA NEGARA,kenapa alasannya itu bisa buat negara lain ambil kesempatan untuk menjatuhkan negara ini..sudah tahukan ini jaman modern,negara lain memantau kita juga...nampak nn bobrok,jadi ketahuan dong cekinya ngapa menhan ngehambat,karena komisi 1,menkeu terus ada lagi matranya minta ijin ini itu😂😂",netral
"Mana ngerti pendukung Anis, pemikirannya cetek. Gampang terhasut",positif
"Kata roky gerung :"" jawaban anda itu dungu"" 
karena kalau beli pesawat baru uangnya gak bisa dikorup...ups....gak bahaya ta..?",negatif
"​ @abgsholehnst jadi menteri dulu pak baru ngomong dungu, gak mau merendahkan bapak tapi setidaknya kalo tidak tau apa yg ada dilapangan ya cukup diam saja",negatif
"Kenapa pak Pranowo ngga jawab begini aja ya, biar semua orang pada tau kalau anis itu taunya cuma teori doang",positif
"Udah bansos hapus aja bikin rakyat jadi manja sama buang2 anggaran gimana mau jadi negara maju kalau rakyat nya hanya mengandalkan bansos apalagi gak tepat sasaran , kalau untuk pesawat bekas maaf2 aja kita ini negara besar penduduk terbanyak juga di banding banyak negara lain , SDA nya juga banyak , kita gak kekurangan SDA Hanya kekurangan SDM fokus ke pendidikan aja jangan bansos mulu gimana mau ada bj habibi selanjutnya kalau pendidikan gak merata , disini paslon 2 menjatuhkan paslon 1 sama 3 karna kinerja tapi gak tau atau pura2 gatau kalau natuna di obok2 , TKA ilegal termasuk baru2 ini rohingnya masuk , kapal selam masuk tidak terdeteksi logika aja kalau ganjar sama anis megang kota yg di repotkan penduduk kota tapi kalau pertahanan negara yang di repotkan seluruh rakyat , KKB apakabar sama NATUNA , gw gak ikhlas kalau papua  sampai memisahkan diri gw dari jawa tapi gw gak mau kehilangan papua daripada IKN kan mending fokuskan ke pembangunan daerah biar jadi setara lah minimal kalau gak mampu ya mendekati beberapa kota",positif
Anis ga ngerti 😅,netral
"Beli Pesawat Bekas🤣, Apakabarnya Kerja Sama Dengan Korea Selatan Bikin Pesawat Tempur KF-21 Sampe Ganti Tahun 2024 Gak Ada Tuh Pesawat Nya Di INDONESIA",positif
" @typicalarabboy  kan sesuai kontrak 2026/2027 baru datang, kompleks. Bahkan beberapa komponen sensitif tidak diberikan dari negara maju ataupun dari korporasi barat, seperti EADS ataupun Lockheed Martin tidak memberikan teknologi radar, jadi masih jauh, lagian memang Korean aircraft industry ini masih baru terhadap kemajuan teknologi perang",positif
" @typicalarabboy  lah lu kira bikin pesawat 1 tahun jadi? . KOCAK   . bahkan waktu pertemuan prabowo sama pihak perusahaannya aja bilang paling cepet 7 tahun , tapi khusus untuk Indonesia bisa 5 tahun jadi",positif
esemka gak bikin pesawat kah?,netral
Nahhhh ini pinter ini,netral
"Di sini pentingnya investasi jangka panjang terutama tentang pendidikan, klo msih jdi konsumen mna bisa kita majuu, ehh mlh bangun ikn dan alat bekas, bobrok",netral
lah ini orang cerdas . apalagi kondisi dunia memanas  mau nunggu pesawat 7-10 tahun baru dateng eh udah perang duluan,positif
Barang baru lah jadi lebih canggih karena semakin baru teknologi itu semakin berkembang,netral
Anis dan Ganjar 000 tong kosong nyaring suwaranya isi nya 00000,netral
"buzzer o2 kebanyakan omon omon, di forum debat mewek...",negatif
"Ini narasi bodoh... Pahami maksud pak anis, Andai negara ini ada nilai di mata dunia, gak ada yg sulit, apalagi sekedar beli pesawat. Liat zaman bpk soekarno, semua alat tempur negara kita mewah dan gagah, padahal negara kita baru merdeka dan gak punya banyak uang... Kenapa kita bisa, karna di mata dunia indonesia punya nilai, itu lah hebat nya cara soekarno berdiplomasi di dunia. Kenapa skrg indo sulit beli alat tempur, karna di mata dunia kita di remeh kan,pemimpin kita terlalu lemah dan kurang vokal di forum internasional. Presiden sok keras kalau ada kamera nya aja.",negatif
" @komenminak9126  lah era Soekarno malah bekas semua alat alutsistanya    . lah lu kira negara Indonesia doang yang beli pesawat bekas , negara maju seperti taiwan korea selatan dll juga beli kali  . kocak lu . mau beli baru nunggu 7- 10 tahun terus misal tiba2 2 tahun lagi perang dunia dan kita kekurangan pesawat udah habis dijajah lagi kita ,KOCAK  . ini aja korsel korut udah memanas lagi , tinggal nunggu taiwan china baru perang dunia 3 dimulai",netral
Knp harus beli apa Indonesia gk bisa bikin pesawat,netral
"​ @murkasanasan2257  Maaf tapi indonesia emang TIDAK bisa bikin pesawat. Kalaupun bisa bikin... Jelas pesawatnya akan ketinggalan jauh teknologinya dibanding pesawat negara lain... Dan itu fatal di pertahanan...

Ya analoginya ibarat lu disuruh balapan. Musuh semua pake motor cc gede. Lu pake sepeda pancal rakitan sendiri. Rada mustahil buat menang...",positif
​ @murkasanasan2257 😂😂😂 realistislah bung. Kita buat mobil aja susah karena banyak kendala,positif
​ @murkasanasan2257 di kira gampang bikin pesawat,netral
oh iya ya. baru sadar. 👍,netral
Kode alam fix 2024 anis amin,positif
"Pamanku bapakku timsesku
Trmasuk KPU bawaslu",positif
"Ah itu terjadi di wakanda bang, kalau di negara ini gak ada yg gtu2 kyk nya bang. Wkwkwkwk",netral
"Sudah sudah jangan di debatkan lagii,  semuanya sudah konkrit dan realistis berdasarkan informasi media dan akurasi data yang ada😂",positif
" @mr.o2234  
Aseeek aseek asekk 😁😆",netral
Tapi banyak yg masih ga sadar gatau gamau sadar,netral
Yaelah SDM rendah ya gini. Tidur aja,netral
" @InaPenaten  Bi Ina tidur dluan aja.
Besok pasti banyak kerjaan kan?",positif
Ooopppp panas nih.... Gasskeunn lagi bg 🤸🤸🤸🏃🏃🚶🚶,positif
" @sapujagadreview355  Heiiiyaaah heiiiyaaaah.
Puuuaaanaaass.
😅🤣",netral
Hadeh megawati jg pernah ngubah konstitusi,netral
Apalagi pelanggar HAM ngamuk2 emosional,negatif
Kepentingan keluarga yg mana?,netral
"​ @yenistalutfi9744 Masih nanya?
Tinggal di goa ya?",netral
​ @yenistalutfi9744 kalau prabowo gak milih gibran gimana😂😂😂😂... berati haruse anda salahin tuh prabowo😂😂😂 inget prabowo gkda hubungan keluarga dg jokowi. Dari situ omongan anda sudah terbantahkan😂😂😂😂😂😅😅,negatif
"DP 0%, Tidak gusur, Oke OCe 😂😂😂😂😂😂",positif
"dari debat pilgub hingga debat capres skrg, sianus emg sll berbicara tujuan/retorika, tidak bisa menjelaskan cara mencapai tujuan tsb, sianus emg cocok jd dosen/teknokrat, bukan eksekutor",positif
No 1 omonganya empuk ampe bikin sakit perut,negatif
"Biarpun Prabowo tidak pandai berkata"" Tentanh gagasan,tpi dari ketiga paslon yg ada,hanya Prabowo yg terlihat bucara dari hati Nuraninya,dan Rakyat tau.siapa yg jujur dan siapa yg hanya pandai nge bual.",positif
"DARI DEBAT 2014 WAKTU LAWAN JOKOWI , PRABOWO INI SELALU MEREMEHKAN TNGGAPAN LAWAN, ITULAH SALAH SATU SIFAT TIDAK BAGUS PRABOWO, 😅",positif
Aku mendukung mu pak Prabowo❤❤❤,positif
Dari cara berpakaian saja kita sdh bisa melihat..,netral
"Abah memang bager pisan..
Beretika, cerdas, smart, visioner dan religius
AMIN menuju Perubahan dan Kemenangan..☝🏻",positif
Nafas pak Wowo udah gak beraturan dan mimik muka nya panik krna emosi 😅😅😅😅😅,netral
Fokuskan visi misi ...bukan saling serang,netral
Salaman terakhir debat paslon 2 gak mau salaman sama paslon 1 euy hahahaha paslon 2 malah menghindar 😂😅,netral
"entah cm saya saja yg mengerti atau ada orang lain jg yg paham,  kalo pak prabowo tidak mau menjelaskan secara rinci tentang pertahanan karena beliau jg harus berhati-hari. saya jg kurang setuju dengan pertanyaan2 di debat kali ini yg banyak membahas tentang pertahanan. negara lain seolah mendapatkan jackpot ketika melihat acara ini 😂",positif
"bisa ga ya sistem penonton debat secara live itu tidak ada pendukung kampanye mereka? kek apa sih orang lagi dengerin debat tapi disana riweh dukung calonnya. sampe ada yang menjelek jelekkan calonnya.
seharusnya penonton live at least diisi oleh kelompok kelompok netral yang memang butuh tau apa isi dari perdebatan mereka dan hasilnya.",netral
"Hanya Allah Yang Maha Tahu siapa hatinya yg benar² tulus membangun bangsa ini, dan bagi siapa saja dari ketiganya yg terpilih jadi presiden nanti tetapi pada akhirnya membohongi rakyatnya semoga Allah memberikan adzab se berat²nya kepadanya",positif
"2:29:50 ""itulah sebabnya pak, kami melihat penting sekali untuk kita tenang untuk tenang... dingin... jangan emosional, dalam menghadapi persoalan-persoalan kenegaraan, dalam menghadapi persoalan-persoalan pertahanan""",netral
seorang mantan jendral yang seharusnya ahli dibidangnya dan mampu menguasai materi justru dibuat tidak berkutik oleh lawan lawannya,positif
"Debat mestinya adu visi,misi bukan menjatuhkan paslon lain.😂",netral
"Gaza masih bertahan sampai saat ini, pertanda gaza sangatlah kuat dngan segala keterbatasanya",netral
"Klu jdi menhan aja udh byk msalah soal duit anggaran
Sulit dipercya bisa jujur",positif
"Selama koruptor masih berkembang,dan hukumannya bukan mati, biasa aja sama pemimpin yg lemah karena mempertahankan kekuasaan dan kekayaan 😢",negatif
"Keliatan dari sorot mata beliau, beliau tulus,  beliau mengendapkan persatuan bukan perpecahan... hanya saja beliau tak pandai merangkai KATA DAN TEORI ... Bagi yang dukung beliau kita fokus ke beliau saja kita buktikan di TPS.",positif
"Ya smua pakai hati. Sering ingin dihormati pun pakai hati, baper pun pakai hati",negatif
Nanam singkong aja wowo gak becus,positif
Ciba cek PT TMI.. kaget lo pasti,positif
"bukan hanya gak pandai berkata kata, kerja jg bowo gak pandai nanem singkong aja gagal...salam cerdas",netral
 @sultangaming4398  sadis gimana bang?,positif
​ @Cumienak Prabowo pernah menculik orang dan disembunyikan sampai sekarang tidak diketahui batangnya,netral
Kaya tau lu isi hati orang malaikat aja ga tau,netral
 @s.abdulrozqk9610  tapi gw tau bang 340rb hektar dimakan wowo hhi kenyang,positif
 @sultangaming4398  itu gue juga tau🤣🤣🤣,positif
" @sultangaming4398  wkwkwk, emng sudah benar yang memculik itu pak prabowo?",positif
 @sultangaming4398  timnya dipecat jg ga?,positif
 @Cumienak  nanti saya jawab terang benderang. Sambil ngopi diruang tertutup ayo kita jadwal kan,netral
" @sultangaming4398  kenapa pak prabowo Dan tim menculik? pasti ada yang memerintahkan dong??? nggk mungkin tiba tiba nyulik pasti ada  dasar permasalahnnya Dan pak prabowo jg sebagai bawahan yang cuma menjalankan tugas, Dan jika memang benar pak prabowo di perintahkan berarti pemecatan itu tidak fair, sistem perintahan pada saat itu emng sedang tidak baik baik saja Dan menguntungkan pihak tertentu saja bener gak? mohon koreksi maaf kalau Salah Dan ada kt yang kurang baik sebenarnya saya juga awam soal politik Dan baru akan mengikuti pemilu🙏🏿 ada baiknya saya harus Tau siapa Dan bagaimana rekam jejak serta kinerja calon presiden kita nanti 😀",positif
Yang rakyat Indonesia butuhkan bukan pemimpi yang hanya pandai merangkai kata..tapi yang rakyat butuhkan adalah pemimpin yang benar2  ingin mensejahterakan rakyatnya baik dalam segi ekonomi pendidikan kesehatan dan bisa menjamin keamanan seluruh rakyat dan negaranya dan hanya Pak Prabowo yang bisa melakukannya..hidup Pragib✌✌,positif
 @reynoldtasiam1248  iyain aja dri pada kalah ke 5 x nya,negatif
"Ya gmn mau berkata2 karna smuanya sudah terbongkar dan terang benderang, sudahlah bangk3333 mw di sembunyiin gmnpun ttp aja akan kecium juga, inget guys pelanggaran etik berat aja sudah mengawali semua ini, KITALAH PENENTU NEGARA INI, SADAR WOI SADARRRRRRRRRR",netral
Bukan pak Prabowo yg menjatuhkan ttp pak Anis,netral
Sekarang kena serang balik wkwk,netral
Lah dikira anies gak meremehkan jg?😂😂,netral
 @shofianana  kasih contohnya bre,netral
"semua udah pada tau pak bowo kosong gak ada isi, udh 3x nyalonnnn mulu kapan nyemir nya hihihi",netral
"Lah itu baru satu sifat, berarti sifat jelek yang lain banyak?😅",negatif
Pak prabowo bukan debat tapi keliatan takut sama gagasan anis makanya di remehkan terus di setiap point nya prabowo mau terlihat dia itu bagus di mata rakyat,positif
​ @kikoff1787 😂😂😂😂 tiap komen selalu 2 tapi banyak pendukung 02 jadi pikir2 dan ada yg terang2an kecewa pendapat prabowo dan berpindah ke paslon lain baik 01 maupun 03😂😂😂😂😂,positif
​ @infomiliterdunia1348 di mana2 nyampah bgt sih loe?? Komen aja pake template gitu2 doang... buzzer ya .... Pinjam seratus dong🤭,positif
Coba cek dari awal... Siapa yang meremehkan lawan.,netral
"​ @cerita.anak.baik0101 padahal ini bidang yang dikuasai betul oleh pak prabowo loh, kok tadi malah babak belur",positif
Religius tapi menjatuhkan orang yg udah membantu dia 😅,netral
Woy namanya debat ya harus ada yg kontra la kocak ​ @herdculess ,netral
Masih milih presiden yg cuma Janji doang?😂 ingat rumah dp 0% gak jelas sampai sekarang loh😂😂,positif
"​ @devysimangunsong1744 😂 main2 kepameran rumah tante, sudah banyak yg DP 0%. jangan ketinggalan berita apalagi ada sosmed.😂",netral
Jangan sampai Indonesia di pimpin Paslon no urut 1,netral
Berarti dia orang yg sayang rakyat,positif
"menurutku sebetulnya yg paslon lain butuhkan adalah hanya ~""bantah data yang salah dari yg telah diungkapkan di panggung ini""~,  bukan semua dari A-Z, mana mungkin waktunya cukup untuk bahas semua.

tapi sayangnya fakta2 yang disampaikan paslon lainnya tidak ada yang di explore utk dibantah oleh No. 2, beliau lbh memilih memposisikan dirinya sebagai pihak yang di fitnah & paslon lainnya hanya bertujuan utk membully personal nya, padahal tema debat kali ini adalah Pertahanan, dimana Pak Prabowo adalah pejabat aktif dalm 4-5 tahunterakhir ini di Kemenhan",positif
Nah iyya kenapa harus ada debat tema pertahanan ya?,netral
"Harusnya pek Prabowo bisa menang di debat ini.. contohnya Anggaran pertahanan harusnya Prabowo bisa bilang ""nih anggaran nya segini terus saya beliin ini itu alat perang yg canggih model terbaru"" gitu bukannya malah bilang rahasia"" wkwk aneh",netral
pasti lo gak setuju krn lo buzzer o2 mewek mewek jagoan lo di rujak,positif
Tidak berkutik di bagian mana bang? Nyerang personal?,netral
​​ @damarbimantara348 personal apanya.. Kan ditanya lebih kepada kebijakan2nya.. Fakta2nya soal pertahanan 5 tahun masa kerja beliau tdk bisa menjelaskan prestasi yg membanggakan.. Belanja alusista yg infonya mereka para prajurit tdk terlalu butuhkan..Malah banyak prajurit2 yg blm sejahtera dan punya rumah.. Padahal jasa mereka utk menjaga pertahanan contoh di papua dll sangat diperlukan..,positif
"​ @damarbimantara348  Saya rasa apa yang dikatakan pak Anies tadi kepada Prabowo lebih ke Fakta-fakta yang terjadi selama Pak Prabowo sebagai menteri pertahanan. Jadi kalau dikatakan bahwa menyerang secara personal, saya rasa tadi Pak Anies tidak pernah menyinggung Pak Prabowo sebagai Pribadi tetapi pak Prabowo sebagai pejabat yaitu menteri pertahanan.",netral
"​ @damarbimantara348  di cek lagi apa itu pertanyaan personal, apa itu pertanyaan kebijakan, ?",netral
"Anis dan ganjar hanya bisa ngoreksi kerjaan orang selama bertugas,
Bagai mana dengan kerja nya sendiri sudah baik kah,sudah beres kah kerjaan nya slama menjabat sbgai gubernur.
Krn pak prabowo mentri pertahanan beliau tidak serang balik,kalau belau serang balik kelar tu 2 orang wkwkwkw",positif
 @W1r4  maaf ini hanya sudut pandang saya setelah nonton debat capres 🙏😇,netral
"Prabowo dipecat oi, purnawirawan?",netral
 @pbrikpadi20  lah kan gk jauh beda sama anis orang ini . itu masalah pribadi dan coba cari beritanya dulu deh,netral
 @pbrikpadi20  maaf keliru bang dan makasih koreksinya 🙏😇,netral
Orang awam tidak mengerti kemiliteran,netral
jendral omon omon singkong....hihihi,negatif
Orng dia ingin mengajukan misi dan tujuan nya utk beli semua perlengkapan utk mendukung kegiatan pertahanan dan keamanan negara coba kalo beli senjata tidak pakai uang apa pakai daun???dan dana trsb pasti akan diajukan ke kementerian keuangan utk disetujui,positif
Dia gaji menhan aja gadibawa😅ga percaya sebelah mananya yah?😅,netral
"Cukup dengan lihat wapresnya Pak Prabowo.. sudah membulatkan tekat, untuk tidak memilih.
Masak iya wapres yang dipaksakan maju dengan mengakali undang2.. kita biarkan memimpin.",netral
gama gasss polll bijak n cerdas,positif
"walaupun pak Prabowo kalah debat,, dan kena serang,, dan tidak sekomunikatif lawan2nya.. 
tapi yakin lah pak, kami yg bisa melihat jauh ke depan tau apa isi hatimu.. terlepas masa lalu mu dan luas lahan mu pak Prabowo.. aku tetap akan mendukung mu.. karna ada pak Jokowi dari belakang mu.. beda dgn yg lain..",positif
"02: fokus sibuk bahas negara
01 & 03 : sibuk bahas kejelek2an org.. 😂😂😂😂😂",positif
"Semua programnya positif, tolong saling ngingetin sama yang jadi. Indonesia butuh bapak semua...",netral
"Wakanda No More
Indonesia forever ❤01",positif
"Pak ganjar keliatan bersahabat tp nyerang juga, pak anis terlalu terang2an",positif
"Hai para calon pemimpin Negara Indonesia "" Yang lalu adalah pelajaran - yang penting sekarang bagaimana memperbaiki kekurangan yang lalu - supaya Indonesia berkah sentausa -aman tentram adil dan makmur """,netral
Semoga pada pemilu kali ini kesempatan Pak Prabowo menjadi Presiden RI 2024...❤,positif
Paslon 1 dan 3 dari sidang prtma nyerang terus paslon du pak prabowo tetapi pak prabowo dngn tegas menjawab singkat dn jelas paslon 1 dan 3 menye2 smua,positif
"INDONESIA butuh Pemimpin yang Punya Nyali, bukan pemimpin Pandai Berkata kata, Masyarakat Indonesia Sudah Bosan dengan calon Yang padai di teori tetapi prakteknya Nol. Pak Prabowo kami Rakyat Indonesia menunggu Mu untuk memimpin Negara Indonesia Untuk lebih maju.",netral
Banyak bujer 02 njir. Dibayar berapa komenan tertata rapi gitu kata2nya dan formal 😂,positif
Siapapun presiden nya nanti. Semoga biesa bertanggung jawab atas tugas tugas yang seharusnya dilaksanakan untuk bangsa dan negara. Saling menghargai terhadap pilihan masing-masing. 🙌,positif
yg sabar pak Prabowo biarin aja merka nyerangin pak Prabowo.. Always with you pak Prabowo😢,netral
"Anis pinter ngomong tok po yo... 
Prabowo ora kakeen ngomong tpi langsung nglakoni..",negatif
Yg penting pemimpinya jujur adil🤲,positif
"habis nobar debat di tempat kami tadi pendukung prabowo pada kecewa mukanya, prabowo gk bisa menjelaskan apapun rencananya, yg ada hanya membuka kegagalan dia selama jadi menhan

Kayaknya pendukung prabowo di tempat saya makin berkurang😅",netral
"sehat selalu pak prabowo tulus suara saya untuk bapak 😊 saya ga mau sedih sedih pak kita tunggu saja karma apa yang terjadi dihidup mereka, semangat ya pak jangan berkecil hati saya tulus mendukung bapak",positif
"semoga dalam  setiap debat bisa mengedepankan kepentingan rakyat jangan memakai emosi dan jangan menyulut emosi, debatnya secara sehat demi bangsa dan negara indonesia jaya",netral
"Hai saya dari masa depan... Wkwkwk... diajak salaman pamit malah kabur, ambekan beud",netral
"Orang Indonesia kalo kita makin bicara soal pelanggaran ,malah respon nya bosen,..
Paham konsep nya ga Sih?
Justru harusnya kalian sadar, dari situ aja mereka udah ngelanggar loh.. MENYEPELEKAN HUKUM,
ASTAGA..
MALAH respon nya ""bosen bosen ,apalah, ""
mikir !!!",netral
​ @meisyaam88 bukan bosan bg.... Orang itu emang di bayar... Namanya anak hokage... Suka2 hati dia lah😮😅,netral
Jgn deny fakta bro 😅,positif
" @achmadmuhajir4507  kenapa basi? 🤔 itu fakta bukan? Apa kalau ada pelanggaran terus kita sbagai anak muda harus tutup mata / melupakan gitu aja?? Enak betul jelas2 dibantuin paman di MK.. punya priviledge.. tp ketika ada kritik dibilang basi. Basi itu kalau sudah ada penyelesaian, dia bs klarifikasi. Ini kan engga. Ingat loh masyarakat udah smart.",positif
"Halah omdo ni babu , eh bayu",negatif
 @annisasalsabila3069 bicara visi misi fokus di bilang omdo. Mengkritik kinerja menhan di bilang menyerang personal. Mau lu apa ? 🗿😂,negatif
saya yakin beliau sangat berhati-hati membahas tentang pertahanan karena posisi beliau sekarang,positif
"Karena dia tidak paham, klo masalah ancam mengancam Prabowo jagonya, sudah banyak buktinya",netral
" @auraninandita  itu namanya gak punya gagasan bukan legowo, klo emang legowo gak mungkin nyapres  dan nyawapres sampai 4 kali 😂😂😂😂😂😂😂",positif
Mantap Prabowo disetir sama Jokowi 😮,positif
 @auraninandita  sebutin dong di bagian apa lawan debatnya yg nyerang personal personal Prabowo???? Sebut dong saya pengin tahu???????,netral
JELAS BEDA PAKE ORDAL.....😅😅😅,positif
Contoh cinta buta ya gini nih.,positif
Dg ijazah palsunya. Dg hutang luarnegeri yg tinggi,netral
masa lalu nya yang kelam mksd nya ???,netral
​ @auraninandita iya dipecat karena NGGAK MAU DIAJAK KORUPSI,negatif
Setau saya TNI itu paling anti di setir. Soalnya kata om saya yg pensiunan TnI aja mlih prabowo karna tau TNI gak akan bisa diatur orang begitu saja,netral
Tenggelamkan no 01 😎🤣🤣,positif
" @novierik7954 masa sih, omong doang",netral
YaMAN no more... Negri aman forever❤,netral
jangan sdh terlalu sepuh dan stroke 2 ×  bahaya negara ini di pimpin aki2 atau bocil,positif
​ @malikhadafi814 lu bntr lagi yg stroke,positif
SIAP DUKUNG ANIS BASWEDAN 1 PUTARAN MENANG... YANG LAIN SIH JAUH... ANIS PRESIDEN INDONESIA ..... ❤❤❤,positif
itu harapan anda bukan harapan rakyat indonesiaa wkwkwk,netral
sudah 3x gagal mulu...ampuuuunnnn tobat tobat,negatif
"Ga haus kekuasaan, tapi sudah 1x jadi cawapres dan 3x capres nih hehehe",netral
Prabowo next Presiden Ri 2024 - 2029 Aminnn ya Allah.,positif
"Memang benar PS dan Jkw bernyali besar sampai2 hukum dibengkokkan dgn Mahkamah Keluarga utk syahwat berkuasa dan memenangi pilpres.
Trima kasih ya pak sdah mendukung dimulainya politik dinasti di Indonesia.",positif
" @offioffi6313  sebelum lu ngebacot banyakin googling deh, lu pikir cuma pak prabowo yang mau gandeng sama gibran??😂 paslon 01 sama 03 juga pernah meneumui gibran juga kalii 😂 Dan akhirnya gibran milih pak prabowo, Dan kalaupun gibran memilih antara 01 sama 03 juga bakal diginiin nih sama masyarakat. Dan yang lu maksud dinasti politik yang mana? Karna gibran anak presiden? Karna di dukung sama bapaknya? dia nyalon bro yang milih rakyat bukan bapaknya doang Karna dia punya previlage lah makanya dia jadi sprt skrng😂 Dan asal lu Tau ya Dari dulu juga negara kita banyak dinastinya, negara lain juga banyak yang dinasti politik,,,Dan lu ganyadar? lu juga kalo jadi pejabat bakal nepotisme 😂 sorry yee bukannya gua bala in pihak manapun cuma kalo lu ngomong gitu lucu aja bro gua juga awam sama politik🙏🏿",positif
Sy netral tapi saya merasa begitu juga.. kan pendukung nya banyak dari sosmed jadi wajar byk pembelanya.. tapi kalau soal mr. Prabowo tdk mau kasih tau rahasia keamanan negara itu menurut aku wajar memang harus rahasia nanti diketahui pihak asing..,positif
"Mereka berdua tuh julid semua keliatan ko dari muka, senyum liciknya mengintimidasi banget dasar lambe turah masa calon presiden mulutnya julid ga punya wibawa kek ibu"" rempong banget tuh mulut",negatif
"maklum udah tua,saat emosi tinggi jadi ngebleng",negatif
Mungkin perlu dikasih makan dan susu gratis supaya meningkat lagi,netral
"Di tempat saya sudah habis malah, berpindah ke pak anies semua😅",netral
"Seharusnya hari ini Prabowo yg ""memasak"" ,, tapi Krena udah emosi pikirannya buyar.. jadi apa yg dia tau gak tersampaikan ke publik dgan baik.. Prabowo gak bisa kontrol emosinya",negatif
"anggaran makan siang selama setahun 450 T, anggaran IKN kalo lanjut 466T, duitnya dr mana itu yaa",netral
Menurut saya pak prabowo baik nya menikmati dan istrht mengingat usianya.,netral
Saya nggak jadi dukung nomer 2 gara gara debat ini :),positif
Justru sy khawatir bukan hilang pendukungnya pak wowo...tp stroke krn emosi yg tertahan selama 2 jam...ntar di pikirin lagi tuh di rumah...makin naik darah nya..😃😃😃,positif
"Alhamdulillah semoga t4 smpean pada terbuka, jgn smpe kita di pimpin oleh orang yg tidak menjujung tinggi etika",positif
Prabowo terjebak alur anis,netral
Pada kompakan gempur pak prabowo...✌️,netral
Ngga pinter ngmng bang yg penting kerja nyata......,positif
Kalo disaya malah makin nambah,netral
di daerah saya makin nambah,netral
"Buzerr 01,03 komentar kalah sama gen z ,di media sosial  kali ini 😅",positif
"Rasain dlu jadi menhan , nah kalo udh jadi menhan lu bongkar semua rahasia negara di depan mata dunia",netral
