text,label,clean_text
"kalau capres cuma ngekor setuju dari statemen capres yg lain berarti capres seperti itu tdk punya ide ... namanya debat capres, harus ada yang berbeda dong",positif,capres ngekor setuju statemen capres yg capres tdk ide namanya debat capres berbeda
"semangat pak prabowo, pasti nanti pak prabowo yg fotonya ada di setiap kelas2",positif,semangat prabowo prabowo yg fotonya kelas
DEBAT ITU MEMANG HARUS SERANG DAN BERTAHAN....😎,positif,debat serang bertahan
Bisa gak sih KPU di debat terakhir debat capres tuh jangan kaya CERDAS CERMAT tingkat SMA...coba di debat terakhir kaya debatnya presiden amerika...masa tiap PILPRES debat nya kaya gini terus...,positif,gak sih kpu debat debat capres tuh kaya cerdas cermat tingkat smacoba debat kaya debatnya presiden amerikamasa pilpres debat nya kaya gini
"Bayangkan kalau kita punya presiden yg dia sendiri menginisiasi istilah2 provokasi dan perpecahan (ndasmu, omon, etik etik, dll) #pemimpingambaranrakyat #gazatidaklemah",negatif,bayangkan presiden yg menginisiasi istilah provokasi perpecahan ndasmu omon etik etik dll pemimpingambaranrakyat gazatidaklemah
"Dan ternyata ketika paslon 2 menjadi sangat pantas.... Wlaupun tidak cerdas bicara, dan tidak pintar menghakimi sepihak atas kerja seseorang.....",negatif,paslon wlaupun cerdas bicara pintar menghakimi kerja
"Beli pesawat tempur tidak semudah beli gorengan di pasar. Walau kita punya duit, belum tentu dijual. Klo mudah beli pesawat, kita udah punya F22, atau F35, tp nyatanya USA gak mau jual. Kadang terpaksa beli bekas drpd tidak ada sama sekali. Banyak orang tidak paham. Pswt bekas itu yang penting usia pakainya, selama masih bisa dipakai tidak ada masalah. Ibarat kamu beli mobil bekas, harga lebih murah, tapi masih layak dipakai. Itu yang dilakukan Prabowo, makanya beli pesawat bekas daripada kita harus menunggu 7 tahun untuk beli yang baru.  Seandainya kita tidak beli bekas, maka selama 7 tahun wilayah udara kita akan rentan karena tidak ada yang jaga.",positif,beli pesawat tempur semudah beli gorengan pasar duit dijual klo mudah beli pesawat udah f f tp usa gak jual kadang terpaksa beli bekas drpd orang paham pswt bekas usia pakainya dipakai beli mobil bekas harga murah layak dipakai prabowo beli pesawat bekas menunggu beli seandainya beli bekas wilayah udara rentan jaga
Lihat background dibelakang Pak Anies pas banget tulisan Presiden,positif,lihat background dibelakang anies pa banget tulisan presiden
Prabowo - Gibran RI 1 & 2 🇮🇩 2024 ✌️🌹🙏,positif,prabowo gibran ri
Luar biasa ganjar. Sampai sampai paslon no dua selalu setuju dengan stegmentnya,positif,ganjar paslon setuju stegmentnya
"Selamatkan demokrasi, tanpa mempermainkan konstitusi.
Apa lg mempermainkn konstitusi krna kepentingan keluarga",positif,selamatkan demokrasi mempermainkan konstitusi lg mempermainkn konstitusi krna kepentingan keluarga
01 semakin mantaf serta terpercaya,positif,mantaf terpercaya
Lihat background dibelakang Pak Anies pas banget tulisan Presiden Amiin,positif,lihat background dibelakang anies pa banget tulisan presiden amiin
"Duh pak, ga semuanya harus berbeda pendapat. Kalau pendapatnya benar. Ya kenapa harus tidak mengakui? 

Kenapa harus mencari-cari jawaban lain? 

Ini yang sedang di debat kan persoalan Negara.

😢",positif,duh ga berbeda pendapat pendapatnya ya mengakui mencaricari debat negara
Kalo gagasannya bagus knpa harus tidak setuju bang ? Tujuannya juga untuk memajukan negara .,positif,kalo gagasannya bagus knpa setuju bang tujuannya memajukan negara
ide nya ketinggalan dirumah saat debat,negatif,ide nya ketinggalan dirumah debat
debat itu adu gagasan bos bukan saling menjatuhkan itu tidak ferr,positif,debat adu gagasan bos menjatuhkan ferr
"Lh kn disini PD saling serang gagasan ny bkn pribadi ny, gmn si​ @NadiraShurafa-cq4pw ",positif,lh kn pd serang gagasan ny bkn pribadi ny gmn si cqpw
"​​ @NadiraShurafa-cq4pw itu adu gagasan, fakta, jgn kalah debat blng saling  menjatuhkan, yg saling menjatuhkan tu pas debat cawapres tu, ksh pertanyaan diluar tema, istilah singkatan gk dijelasin itu bru menjatuhkan, masyarakat udh sadar bro",positif,cqpw adu gagasan fakta jgn kalah debat blng menjatuhkan yg menjatuhkan tu pa debat cawapres tu ksh diluar tema istilah singkatan gk dijelasin bru menjatuhkan masyarakat udh sadar bro
"​ @NadiraShurafa-cq4pw padahal ini bidang yang dikuasai banget loh oleh pak prabowo, kok tadi kalah babak belur😂😂",negatif,cqpw bidang dikuasai banget loh prabowo kalah babak belur
"Pak Anies bukan menjatuhkan, tp membuka mata kita woi😅",positif,anies menjatuhkan tp membuka mata woi
Bagus wowo lidahnya ga keluar lg... Udah mau keluar itu,negatif,bagus wowo lidahnya ga lg udah
TAKUT NYA NANTI ADA YG STROKE BANG...SOALNYA UDAH UZUR TAPI TEMPREMAN TINGGI...😃😃😃,positif,takut nya yg stroke bangsoalnya udah uzur tempreman
Kalo negara lain tau kelemahan atau kekurangan pertahanan  negara kita gimana bang? Seneng dong negara yg mau menjajah negara kita.,negatif,kalo negara tau kelemahan kekurangan pertahanan negara gimana bang seneng negara yg menjajah negara
" @ListianiFauziah-lf3hb  makanya tonton dgn seksama apa yg didebatkan,bukan masalah yg berkaitan dgn rahasia negara,Prabowo aja yg mengeles dgn ""rahasia negara""",positif,lfhb tonton dgn seksama yg didebatkanbukan yg berkaitan dgn rahasia negaraprabowo aja yg mengeles dgn rahasia negara
setuju...klu gak sanggup ikut lomba joget aja,positif,setujuklu gak sanggup lomba joget aja
"Betul, tapi lucunya, ada capres yang nyerang bilang capresnya cuma pintar ngomong, padahal prestasinya segudang..ironisnya lagi, yang nyerang udah ngga jelas kalau ngomong tapi prestasi ngga ada🤦🏻‍♂️",positif,lucunya capres nyerang bilang capresnya pintar ngomong prestasinya segudangironisnya nyerang udah ngga ngomong prestasi ngga
Alarm skrg mahal hahaaa,positif,alarm skrg mahal hahaaa
Gua jadi ngeriii....ngamuk2 skrg tu diluar,positif,gua ngeriiingamuk skrg tu diluar
betul sekali.. kalau belanja kelebihan bayar itu.. terbuka apa tertutup?? bowo belanja nya terbuka.. tdk kelebihan bayar,positif,belanja kelebihan bayar terbuka tertutup bowo belanja nya terbuka tdk kelebihan bayar
Internasional jga butuh yg pandai bicara bang😂yg 2 priode gmna?masa di PPB ga pernah hadir😂ngakak dah liat komenan para buzzerRp,positif,internasional jga butuh yg pandai bicara bangyg priode gmnamasa ppb ga hadirngakak dah liat komenan buzzerrp
"Ini masalah anggaran negara yang jumlahnya triliunan, bukan uang pribadinya, ya wajar di kritik dan ditanya atas kinerjanya.",positif,anggaran negara triliunan uang pribadinya ya wajar kritik kinerjanya
Pak anis yang oke,positif,ani oke
"maaf prabowo terlalu emosian, saya pindah dari 02 ke 01🙏",positif,maaf prabowo emosian pindah
Itu bagi anda kalau saya yg waras no 1 aja🤭,positif,yg waras aja
" @abgsholehnst  nggih gpp...., waras ato nggak bukan org yg menilai... Monggo cukup Allah SWT, maturnuwun",positif,nggih gpp waras ato nggak org yg menilai monggo allah swt maturnuwun
Wah... gawat pak kalau 02 jd presiden bisa2 ada kim yong un ke 2 neh...sangat tepramen,positif,gawat jd presiden kim yong un nehsangat tepramen
" @fznuncu1148 malah bagus jd Kim jo un ke 2 krn rakyat kayk km jg perlu dikasih peljaran krn gk bs beda in Tegas dan emosi,,emosi lah disinggung m org yg sok Pintar dan tau yg bukan ranahnya",positif,bagus jd kim jo un krn rakyat kayk km jg dikasih peljaran krn gk b beda emosiemosi disinggung org yg sok pintar tau yg ranahnya
lah justru aneh kalau diam2 aja. ini bukan menghakimi. tetapi ini adl uang negara . wajar dan waras kalau dipertanyakan dalam debat. ini debat bos. bukan asmara romantika,positif,aneh diam aja menghakimi adl uang negara wajar waras debat debat bos asmara romantika
Bisa diculik Anies Baswedan klu dia jadi 😅😅😅😅,positif,diculik anies baswedan klu
"​ @rachmadsuwandi67 memang benar pk Anis dan imin ingin perubahan, sampe² ingin rubah jaalan tol mnjadi jalan becak😂😅😂😅 dan BBM Geratis 01 lagi ngimpi..🤭🤭🤭",negatif,pk ani imin perubahan sampe rubah jaalan tol mnjadi jalan becak bbm geratis ngimpi
"Benar tuh, Anis si pendongeng mana ngerti, yg penting bagi dia itu, membuai angan2 para pendukungnya",negatif,tuh ani si pendongeng ngerti yg membuai angan pendukungnya
"​ @wewonder-why lagi kerja, bukannya kerja yg bener malah nyapres,akan naikin gaji ? Kemaren kemana aja ? Udah jadi menhan hampir 5 thn baru buat janji lawak lawak sdm rendahaanmn",negatif,kerja kerja yg bener nyapresakan naikin gaji kemaren kemana aja udah menhan thn janji lawak lawak sdm rendahaanmn
"​ @wewonder-why  Al-Qur'an Surat Al-Mutaffifin Ayat ke-13

""Yang apabila dibacakan kepadanya ayat-ayat Kami, dia berkata, “Itu adalah dongeng orang-orang dahulu.”",positif,alquran surat almutaffifin ayat dibacakan ayatayat dongeng orangorang
"Beli pesawat bekas , ketahanan pangan Food estate gagal gimana ngejelasinnya ??? cuma buang buang uang, jangan jangan dipakai untuk biaya kampanye 🤔🤔🤭🤭🤭🤭",negatif,beli pesawat bekas ketahanan pangan food estate gagal gimana ngejelasinnya buang buang uang dipakai biaya kampanye
"Sibuk beli pesawat, alutsista,untuk jangka panjang,  keamanan cyber yg jelas jelas sedang war malah di abaikan",negatif,sibuk beli pesawat alutsistauntuk jangka keamanan cyber yg war abaikan
" @intannurdwiyanti4014 emng lu dah periksa kok bilng sprti itu?
Sya percaya pak prabowo lebih tau dan pasti dicek th brpa, layak atau tdakny
Jan sok tau lu",positif,emng lu dah periksa bilng sprti sya percaya prabowo tau dicek th brpa layak tdakny jan sok tau lu
" @intannurdwiyanti4014  beli bekas, bisa beli lebih banyak, beli baru, lebih sedikit bahkan ga dapat, maunya prajurit kita bisa ikut tempur pake barang bekas atau sama sekali ga bisa buat apa apa karena kekurangan alutsista? tanpa alutsista prajurit juga meninggal, kalau saya prajurit yang akan meninggal, saya mau meninggal di tengah perjuangan, bukan meninggal tanpa perjuangan",positif,beli bekas beli beli ga maunya prajurit tempur pake barang bekas ga kekurangan alutsista alutsista prajurit meninggal prajurit meninggal meninggal perjuangan meninggal perjuangan
"Asli ini jadi memalukan,ya kali menhan buka rahasia negara antar menteri,,ingat loh ini tentang pertahanan negara,,RAHASIA NEGARA,kenapa alasannya itu bisa buat negara lain ambil kesempatan untuk menjatuhkan negara ini..sudah tahukan ini jaman modern,negara lain memantau kita juga...nampak nn bobrok,jadi ketahuan dong cekinya ngapa menhan ngehambat,karena komisi 1,menkeu terus ada lagi matranya minta ijin ini itu😂😂",negatif,asli memalukanya kali menhan buka rahasia negara menteriingat loh pertahanan negararahasia negarakenapa alasannya negara ambil kesempatan menjatuhkan negara inisudah tahukan jaman modernnegara memantau juganampak nn bobrokjadi ketahuan cekinya ngapa menhan ngehambatkarena komisi menkeu matranya ijin
"Mana ngerti pendukung Anis, pemikirannya cetek. Gampang terhasut",negatif,ngerti pendukung ani pemikirannya cetek gampang terhasut
"Kata roky gerung :"" jawaban anda itu dungu"" 
karena kalau beli pesawat baru uangnya gak bisa dikorup...ups....gak bahaya ta..?",negatif,roky gerung dungu beli pesawat uangnya gak dikorupupsgak bahaya ta
"​ @abgsholehnst jadi menteri dulu pak baru ngomong dungu, gak mau merendahkan bapak tapi setidaknya kalo tidak tau apa yg ada dilapangan ya cukup diam saja",negatif,menteri ngomong dungu gak merendahkan kalo tau yg dilapangan ya diam
"Kenapa pak Pranowo ngga jawab begini aja ya, biar semua orang pada tau kalau anis itu taunya cuma teori doang",negatif,pranowo ngga aja ya biar orang tau ani taunya teori doang
"Udah bansos hapus aja bikin rakyat jadi manja sama buang2 anggaran gimana mau jadi negara maju kalau rakyat nya hanya mengandalkan bansos apalagi gak tepat sasaran , kalau untuk pesawat bekas maaf2 aja kita ini negara besar penduduk terbanyak juga di banding banyak negara lain , SDA nya juga banyak , kita gak kekurangan SDA Hanya kekurangan SDM fokus ke pendidikan aja jangan bansos mulu gimana mau ada bj habibi selanjutnya kalau pendidikan gak merata , disini paslon 2 menjatuhkan paslon 1 sama 3 karna kinerja tapi gak tau atau pura2 gatau kalau natuna di obok2 , TKA ilegal termasuk baru2 ini rohingnya masuk , kapal selam masuk tidak terdeteksi logika aja kalau ganjar sama anis megang kota yg di repotkan penduduk kota tapi kalau pertahanan negara yang di repotkan seluruh rakyat , KKB apakabar sama NATUNA , gw gak ikhlas kalau papua  sampai memisahkan diri gw dari jawa tapi gw gak mau kehilangan papua daripada IKN kan mending fokuskan ke pembangunan daerah biar jadi setara lah minimal kalau gak mampu ya mendekati beberapa kota",negatif,udah bansos hapus aja bikin rakyat manja buang anggaran gimana negara maju rakyat nya mengandalkan bansos gak sasaran pesawat bekas maaf aja negara penduduk banding negara sda nya gak kekurangan sda kekurangan sdm fokus pendidikan aja bansos mulu gimana bj habibi pendidikan gak merata paslon menjatuhkan paslon karna kinerja gak tau pura gatau natuna obok tka ilegal rohingnya masuk kapal selam masuk terdeteksi logika aja ganjar ani megang kota yg repotkan penduduk kota pertahanan negara repotkan rakyat kkb apakabar natuna gw gak ikhlas papua memisahkan gw jawa gw gak kehilangan papua ikn mending fokuskan pembangunan daerah biar setara minimal gak ya mendekati kota
Anis ga ngerti 😅,negatif,ani ga ngerti
"Beli Pesawat Bekas🤣, Apakabarnya Kerja Sama Dengan Korea Selatan Bikin Pesawat Tempur KF-21 Sampe Ganti Tahun 2024 Gak Ada Tuh Pesawat Nya Di INDONESIA",negatif,beli pesawat bekas apakabarnya kerja korea selatan bikin pesawat tempur kf sampe ganti gak tuh pesawat nya indonesia
" @typicalarabboy  lah lu kira bikin pesawat 1 tahun jadi? . KOCAK   . bahkan waktu pertemuan prabowo sama pihak perusahaannya aja bilang paling cepet 7 tahun , tapi khusus untuk Indonesia bisa 5 tahun jadi",positif,lu bikin pesawat kocak pertemuan prabowo perusahaannya aja bilang cepet khusus indonesia
Nahhhh ini pinter ini,positif,nahhhh pinter
lah ini orang cerdas . apalagi kondisi dunia memanas  mau nunggu pesawat 7-10 tahun baru dateng eh udah perang duluan,positif,orang cerdas kondisi dunia memanas nunggu pesawat dateng eh udah perang duluan
Anis dan Ganjar 000 tong kosong nyaring suwaranya isi nya 00000,negatif,ani ganjar tong kosong nyaring suwaranya isi nya
"buzzer o2 kebanyakan omon omon, di forum debat mewek...",negatif,buzzer kebanyakan omon omon forum debat mewek
"Ini narasi bodoh... Pahami maksud pak anis, Andai negara ini ada nilai di mata dunia, gak ada yg sulit, apalagi sekedar beli pesawat. Liat zaman bpk soekarno, semua alat tempur negara kita mewah dan gagah, padahal negara kita baru merdeka dan gak punya banyak uang... Kenapa kita bisa, karna di mata dunia indonesia punya nilai, itu lah hebat nya cara soekarno berdiplomasi di dunia. Kenapa skrg indo sulit beli alat tempur, karna di mata dunia kita di remeh kan,pemimpin kita terlalu lemah dan kurang vokal di forum internasional. Presiden sok keras kalau ada kamera nya aja.",positif,narasi bodoh pahami maksud ani andai negara nilai mata dunia gak yg sulit sekedar beli pesawat liat zaman bpk soekarno alat tempur negara mewah gagah negara merdeka gak uang karna mata dunia indonesia nilai hebat nya soekarno berdiplomasi dunia skrg indo sulit beli alat tempur karna mata dunia remeh kanpemimpin lemah vokal forum internasional presiden sok kera kamera nya aja
" @komenminak9126  lah era Soekarno malah bekas semua alat alutsistanya    . lah lu kira negara Indonesia doang yang beli pesawat bekas , negara maju seperti taiwan korea selatan dll juga beli kali  . kocak lu . mau beli baru nunggu 7- 10 tahun terus misal tiba2 2 tahun lagi perang dunia dan kita kekurangan pesawat udah habis dijajah lagi kita ,KOCAK  . ini aja korsel korut udah memanas lagi , tinggal nunggu taiwan china baru perang dunia 3 dimulai",negatif,era soekarno bekas alat alutsistanya lu negara indonesia doang beli pesawat bekas negara maju taiwan korea selatan dll beli kali kocak lu beli nunggu perang dunia kekurangan pesawat udah habis dijajah kocak aja korsel korut udah memanas tinggal nunggu taiwan china perang dunia
Knp harus beli apa Indonesia gk bisa bikin pesawat,negatif,knp beli indonesia gk bikin pesawat
"​ @murkasanasan2257  Maaf tapi indonesia emang TIDAK bisa bikin pesawat. Kalaupun bisa bikin... Jelas pesawatnya akan ketinggalan jauh teknologinya dibanding pesawat negara lain... Dan itu fatal di pertahanan...

Ya analoginya ibarat lu disuruh balapan. Musuh semua pake motor cc gede. Lu pake sepeda pancal rakitan sendiri. Rada mustahil buat menang...",negatif,maaf indonesia emang bikin pesawat bikin pesawatnya ketinggalan teknologinya dibanding pesawat negara fatal pertahanan ya analoginya lu disuruh balapan musuh pake motor cc gede lu pake sepeda pancal rakitan rada mustahil menang
oh iya ya. baru sadar. 👍,positif,oh iya ya sadar
Kode alam fix 2024 anis amin,positif,kode alam fix ani amin
"Ah itu terjadi di wakanda bang, kalau di negara ini gak ada yg gtu2 kyk nya bang. Wkwkwkwk",positif,ah wakanda bang negara gak yg gtu kyk nya bang wkwkwkwk
"Sudah sudah jangan di debatkan lagii,  semuanya sudah konkrit dan realistis berdasarkan informasi media dan akurasi data yang ada😂",positif,debatkan lagii konkrit realistis berdasarkan informasi medium akurasi data
" @mr.o2234  
Aseeek aseek asekk 😁😆",positif,aseeek aseek asekk
Yaelah SDM rendah ya gini. Tidur aja,negatif,yaelah sdm rendah ya gini tidur aja
Ooopppp panas nih.... Gasskeunn lagi bg 🤸🤸🤸🏃🏃🚶🚶,positif,ooopppp panas nih gasskeunn bg
" @sapujagadreview355  Heiiiyaaah heiiiyaaaah.
Puuuaaanaaass.
😅🤣",positif,heiiiyaaah heiiiyaaaah puuuaaanaaass
Apalagi pelanggar HAM ngamuk2 emosional,negatif,pelanggar ham ngamuk emosional
​ @yenistalutfi9744 kalau prabowo gak milih gibran gimana😂😂😂😂... berati haruse anda salahin tuh prabowo😂😂😂 inget prabowo gkda hubungan keluarga dg jokowi. Dari situ omongan anda sudah terbantahkan😂😂😂😂😂😅😅,negatif,prabowo gak milih gibran gimana berati haruse salahin tuh prabowo inget prabowo gkda hubungan keluarga dg jokowi situ omongan terbantahkan
"DP 0%, Tidak gusur, Oke OCe 😂😂😂😂😂😂",positif,dp gusur oke oce
"dari debat pilgub hingga debat capres skrg, sianus emg sll berbicara tujuan/retorika, tidak bisa menjelaskan cara mencapai tujuan tsb, sianus emg cocok jd dosen/teknokrat, bukan eksekutor",negatif,debat pilgub debat capres skrg sianus emg sll berbicara tujuanretorika mencapai tujuan tsb sianus emg cocok jd dosenteknokrat eksekutor
No 1 omonganya empuk ampe bikin sakit perut,negatif,omonganya empuk ampe bikin sakit perut
"Biarpun Prabowo tidak pandai berkata"" Tentanh gagasan,tpi dari ketiga paslon yg ada,hanya Prabowo yg terlihat bucara dari hati Nuraninya,dan Rakyat tau.siapa yg jujur dan siapa yg hanya pandai nge bual.",positif,biarpun prabowo pandai tentanh gagasantpi ketiga paslon yg adahanya prabowo yg bucara hati nuraninyadan rakyat tausiapa yg jujur yg pandai nge bual
"DARI DEBAT 2014 WAKTU LAWAN JOKOWI , PRABOWO INI SELALU MEREMEHKAN TNGGAPAN LAWAN, ITULAH SALAH SATU SIFAT TIDAK BAGUS PRABOWO, 😅",negatif,debat lawan jokowi prabowo meremehkan tnggapan lawan salah sifat bagus prabowo
Aku mendukung mu pak Prabowo❤❤❤,positif,mendukung mu prabowo
Dari cara berpakaian saja kita sdh bisa melihat..,positif,berpakaian sdh
"Abah memang bager pisan..
Beretika, cerdas, smart, visioner dan religius
AMIN menuju Perubahan dan Kemenangan..☝🏻",positif,abah bager pisan beretika cerdas smart visioner religius amin perubahan kemenangan
Nafas pak Wowo udah gak beraturan dan mimik muka nya panik krna emosi 😅😅😅😅😅,negatif,nafas wowo udah gak beraturan mimik muka nya panik krna emosi
Fokuskan visi misi ...bukan saling serang,positif,fokuskan visi misi serang
Salaman terakhir debat paslon 2 gak mau salaman sama paslon 1 euy hahahaha paslon 2 malah menghindar 😂😅,negatif,salaman debat paslon gak salaman paslon euy hahahaha paslon menghindar
"bisa ga ya sistem penonton debat secara live itu tidak ada pendukung kampanye mereka? kek apa sih orang lagi dengerin debat tapi disana riweh dukung calonnya. sampe ada yang menjelek jelekkan calonnya.
seharusnya penonton live at least diisi oleh kelompok kelompok netral yang memang butuh tau apa isi dari perdebatan mereka dan hasilnya.",negatif,ga ya sistem penonton debat live pendukung kampanye kek sih orang dengerin debat disana riweh dukung calonnya sampe menjelek jelekkan calonnya penonton live least diisi kelompok kelompok netral butuh tau isi perdebatan hasilnya
"Hanya Allah Yang Maha Tahu siapa hatinya yg benar² tulus membangun bangsa ini, dan bagi siapa saja dari ketiganya yg terpilih jadi presiden nanti tetapi pada akhirnya membohongi rakyatnya semoga Allah memberikan adzab se berat²nya kepadanya",negatif,allah maha hatinya yg tulu membangun bangsa ketiganya yg terpilih presiden membohongi rakyatnya semoga allah adzab beratnya
"2:29:50 ""itulah sebabnya pak, kami melihat penting sekali untuk kita tenang untuk tenang... dingin... jangan emosional, dalam menghadapi persoalan-persoalan kenegaraan, dalam menghadapi persoalan-persoalan pertahanan""",positif,tenang tenang dingin emosional menghadapi persoalanpersoalan kenegaraan menghadapi persoalanpersoalan pertahanan
seorang mantan jendral yang seharusnya ahli dibidangnya dan mampu menguasai materi justru dibuat tidak berkutik oleh lawan lawannya,positif,mantan jendral ahli dibidangnya menguasai materi berkutik lawan lawannya
"Debat mestinya adu visi,misi bukan menjatuhkan paslon lain.😂",positif,debat mestinya adu visimisi menjatuhkan paslon
"Klu jdi menhan aja udh byk msalah soal duit anggaran
Sulit dipercya bisa jujur",negatif,klu jdi menhan aja udh byk msalah duit anggaran sulit dipercya jujur
"Selama koruptor masih berkembang,dan hukumannya bukan mati, biasa aja sama pemimpin yg lemah karena mempertahankan kekuasaan dan kekayaan 😢",negatif,koruptor berkembangdan hukumannya mati aja pemimpin yg lemah mempertahankan kekuasaan kekayaan
"Keliatan dari sorot mata beliau, beliau tulus,  beliau mengendapkan persatuan bukan perpecahan... hanya saja beliau tak pandai merangkai KATA DAN TEORI ... Bagi yang dukung beliau kita fokus ke beliau saja kita buktikan di TPS.",positif,keliatan sorot mata beliau beliau tulu beliau mengendapkan persatuan perpecahan beliau pandai merangkai teori dukung beliau fokus beliau buktikan tps
"Ya smua pakai hati. Sering ingin dihormati pun pakai hati, baper pun pakai hati",positif,ya smua pakai hati dihormati pakai hati baper pakai hati
Ciba cek PT TMI.. kaget lo pasti,negatif,ciba cek pt tmi kaget lo
"bukan hanya gak pandai berkata kata, kerja jg bowo gak pandai nanem singkong aja gagal...salam cerdas",positif,gak pandai kerja jg bowo gak pandai nanem singkong aja gagalsalam cerdas
 @sultangaming4398  sadis gimana bang?,negatif,sadis gimana bang
​ @Cumienak Prabowo pernah menculik orang dan disembunyikan sampai sekarang tidak diketahui batangnya,negatif,prabowo menculik orang disembunyikan batangnya
Kaya tau lu isi hati orang malaikat aja ga tau,positif,kaya tau lu isi hati orang malaikat aja ga tau
 @s.abdulrozqk9610  tapi gw tau bang 340rb hektar dimakan wowo hhi kenyang,negatif,abdulrozqk gw tau bang rb hektar dimakan wowo hhi kenyang
 @sultangaming4398  itu gue juga tau🤣🤣🤣,positif,gue tau
" @sultangaming4398  wkwkwk, emng sudah benar yang memculik itu pak prabowo?",positif,wkwkwk emng memculik prabowo
" @sultangaming4398  kenapa pak prabowo Dan tim menculik? pasti ada yang memerintahkan dong??? nggk mungkin tiba tiba nyulik pasti ada  dasar permasalahnnya Dan pak prabowo jg sebagai bawahan yang cuma menjalankan tugas, Dan jika memang benar pak prabowo di perintahkan berarti pemecatan itu tidak fair, sistem perintahan pada saat itu emng sedang tidak baik baik saja Dan menguntungkan pihak tertentu saja bener gak? mohon koreksi maaf kalau Salah Dan ada kt yang kurang baik sebenarnya saya juga awam soal politik Dan baru akan mengikuti pemilu🙏🏿 ada baiknya saya harus Tau siapa Dan bagaimana rekam jejak serta kinerja calon presiden kita nanti 😀",negatif,prabowo tim menculik memerintahkan nggk nyulik dasar permasalahnnya prabowo jg bawahan menjalankan tugas prabowo perintahkan pemecatan fair sistem perintahan emng menguntungkan bener gak mohon koreksi maaf salah kt awam politik mengikuti pemilu baiknya tau rekam jejak kinerja calon presiden
Yang rakyat Indonesia butuhkan bukan pemimpi yang hanya pandai merangkai kata..tapi yang rakyat butuhkan adalah pemimpin yang benar2  ingin mensejahterakan rakyatnya baik dalam segi ekonomi pendidikan kesehatan dan bisa menjamin keamanan seluruh rakyat dan negaranya dan hanya Pak Prabowo yang bisa melakukannya..hidup Pragib✌✌,positif,rakyat indonesia butuhkan pemimpi pandai merangkai katatapi rakyat butuhkan pemimpin mensejahterakan rakyatnya segi ekonomi pendidikan kesehatan menjamin keamanan rakyat negaranya prabowo melakukannyahidup pragib
 @reynoldtasiam1248  iyain aja dri pada kalah ke 5 x nya,positif,iyain aja dri kalah x nya
"Ya gmn mau berkata2 karna smuanya sudah terbongkar dan terang benderang, sudahlah bangk3333 mw di sembunyiin gmnpun ttp aja akan kecium juga, inget guys pelanggaran etik berat aja sudah mengawali semua ini, KITALAH PENENTU NEGARA INI, SADAR WOI SADARRRRRRRRRR",negatif,ya gmn karna smuanya terbongkar terang benderang bangk mw sembunyiin gmnpun ttp aja kecium inget guy pelanggaran etik berat aja mengawali penentu negara sadar woi sadarrrrrrrrrr
Bukan pak Prabowo yg menjatuhkan ttp pak Anis,positif,prabowo yg menjatuhkan ttp ani
Sekarang kena serang balik wkwk,negatif,kena serang wkwk
Lah dikira anies gak meremehkan jg?😂😂,positif,anies gak meremehkan jg
"semua udah pada tau pak bowo kosong gak ada isi, udh 3x nyalonnnn mulu kapan nyemir nya hihihi",negatif,udah tau bowo kosong gak isi udh x nyalonnnn mulu nyemir nya hihihi
"Lah itu baru satu sifat, berarti sifat jelek yang lain banyak?😅",negatif,sifat sifat jelek
Pak prabowo bukan debat tapi keliatan takut sama gagasan anis makanya di remehkan terus di setiap point nya prabowo mau terlihat dia itu bagus di mata rakyat,negatif,prabowo debat keliatan takut gagasan ani remehkan point nya prabowo bagus mata rakyat
​ @kikoff1787 😂😂😂😂 tiap komen selalu 2 tapi banyak pendukung 02 jadi pikir2 dan ada yg terang2an kecewa pendapat prabowo dan berpindah ke paslon lain baik 01 maupun 03😂😂😂😂😂,positif,komen pendukung pikir yg terangan kecewa pendapat prabowo berpindah paslon
Coba cek dari awal... Siapa yang meremehkan lawan.,positif,coba cek meremehkan lawan
"​ @cerita.anak.baik0101 padahal ini bidang yang dikuasai betul oleh pak prabowo loh, kok tadi malah babak belur",negatif,anakbaik bidang dikuasai prabowo loh babak belur
Religius tapi menjatuhkan orang yg udah membantu dia 😅,negatif,religius menjatuhkan orang yg udah membantu
Woy namanya debat ya harus ada yg kontra la kocak ​ @herdculess ,positif,woy namanya debat ya yg kontra la kocak
Masih milih presiden yg cuma Janji doang?😂 ingat rumah dp 0% gak jelas sampai sekarang loh😂😂,negatif,milih presiden yg janji doang rumah dp gak loh
Jangan sampai Indonesia di pimpin Paslon no urut 1,negatif,indonesia pimpin paslon urut
Berarti dia orang yg sayang rakyat,positif,orang yg sayang rakyat
